HP:0000046	Scrotal hypoplasia	阴囊发育不良	#####	#####
HP:0000047	Hypospadias	尿道下裂	尿道口开口位于阴茎的腹侧（下部）。	Displacement of the urethral opening on the ventral (inferior) surface of the penis.
HP:0000048	Bifid scrotum	阴囊对裂	阴囊分离成左右两部分，这两半阴囊通常在阴茎上部汇合。	Separation of the two halves of the scrotum, whereby commonly the 2 halves of the scrotum meet above the penis.
HP:0000049	Shawl scrotum	披肩状阴囊	阴囊上部皮肤上升至阴茎根部。	A condition in which the upper scrotal skin rises over the base of the penis.
HP:0000050	Hypoplastic male external genitalia	男性外生殖器发育不良	男性外生殖器（包括阴茎、阴囊和尿道）全部或部分发育低下。	Underdevelopment of part or all of the male external reproductive organs (which include the penis, the scrotum and the urethra).
HP:0000051	Perineal hypospadias	会阴型尿道下裂	尿道口位于会阴部的尿道下裂。	Hypospadias with location of the urethral meatus in the perineal region.
HP:0000052	Urethral atresia, male	男性尿道闭锁	一种先天性异常，男性的尿道开口闭锁或未发育形成开口。	Congenital anomaly characterized by closure or failure to develop an opening in the urethra in males.
HP:0000053	Macroorchidism	巨睾	异常的大睾丸。	The presence of abnormally large testes.
HP:0000054	Micropenis	小阴茎	异常小的阴茎。出生时，正常阴茎大约长3厘米（从耻骨结节到龟头顶端拉直了量得的长度），小于2.0-2.5厘米为小阴茎。	Abnormally small `penis` (FMA:9707). At birth, the normal penis is about 3 cm (stretched length from pubic tubercle to tip of penis) with micropenis less than 2.0-2.5 cm.
HP:0000055	Abnormality of female external genitalia	女性外生殖器异常	女性外生殖器的异常。	An abnormality of the `female external genitalia` (FMA:45649).
HP:0000056	Abnormality of the clitoris	阴蒂异常	阴蒂的异常。	An abnormality of the `clitoris` (FMA:9909).
HP:0000057	Clitoromegaly	阴蒂肥大	阴蒂体积增大。	`Increased size` (PATO:0000586) of the `clitoris` (FMA:9909).
HP:0000058	Abnormality of the labia	阴唇异常	阴唇的异常，阴蒂是女阴外部可见部分。	An anomaly of the labia, the externally visible portions of the vulva.
HP:0000059	Hypoplastic labia majora	大阴唇发育不良	大阴唇发育低下。	Undergrowth of the outer labia.
HP:0000060	Clitoral hypoplasia	阴蒂发育不良	阴蒂的发育低下。	Developmental hypoplasia of the `clitoris` (FMA:9909).
HP:0000061	Ambiguous genitalia, female	女性外阴性别不明	遗传学性别为XX个体的外阴性别不明。	`Ambiguous genitalia` (HP:0000062) in an individual with XX genetic gender.
HP:0000062	Ambiguous genitalia	外阴性别不明	根据生殖器外型无法确定是属于哪一种性别。外阴性别不明可以使用Prader计分来进行评估：Prader 0:正常女性外生殖器；Prader 1:女性外阴但阴蒂增大；Prader 2:阴蒂较大，阴唇部分融合，形成漏斗状阴道口；Prader 3:阴茎增大，阴唇完全融合形成尿生殖窦，有单一的尿道开口。Prader 4:阴囊完全融合，泌尿生殖口在阴茎的根部或阴茎上，类似尿道下裂；Prader 5:正常男性外生殖器。Prader 1-4 诊断为外阴性别不明。	A genital phenotype that is not clearly assignable to a single gender. Ambiguous genitalia can be evaluated using the Prader scale: Prader 0: Normal female external genitalia. Prader 1: Female external genitalia with clitoromegaly. Prader 2: Clitoromegaly with partial labial fusion forming a funnel-shaped urogenital sinus. Prader 3: Increased phallic enlargement. Complete labioscrotal fusion forming a urogenital sinus with a single opening. Prader 4: Complete scrotal fusion with urogenital opening at the base or on the shaft of the phallus. Prader 5: Normal male external genitalia. The diagnosis of ambiguous genitalia is made for Prader 1-4.
HP:0000063	Fused labia minora	小阴唇融合	由于阴唇粘连造成小阴唇融合，导致阴道梗阻。	Fusion of the labia minora as a result of labial adhesions resulting in vaginal obstruction.
HP:0000064	Hypoplastic labia minora	小阴唇发育不良	#####	#####
HP:0000065	Labial hypertrophy	阴唇肥厚	#####	#####
HP:0000066	Labial hypoplasia	阴唇发育不良	#####	#####
HP:0000067	Urethral atresia, female	女性尿道闭锁	一种先天性异常，女性的尿道开口闭锁或未发育形成开口。	Congenital anomaly characterized by closure or failure to develop an opening in the urethra in females.
HP:0000068	Urethral atresia	尿道闭锁	一种先天性异常，尿道开口闭锁或未发育形成开口。	Congenital anomaly characterized by closure or failure to develop an opening in the urethra.
HP:0000069	Abnormality of the ureter	输尿管异常	输尿管的异常。	An abnormality of the `ureter` (FMA:9704).
HP:0000070	Ureterocele	输尿管囊肿	输尿管远端段先天性囊状扩张。	A ureterocele is a congenital saccular dilatation of the distal segment of the ureter.
HP:0000071	Ureteral stenosis	输尿管狭窄	输尿管狭窄，即输尿管缢缩。	The presence of a stenotic, i.e., `constricted` (PATO:0001847) `ureter` (FMA:9704).
HP:0000072	Hydroureter	输尿管积水	输尿管内潴留尿液导致其扩张。	The distention of the `ureter` (FMA:9704) with urine.
HP:0000073	Ureteral duplication	输尿管重复	一种发育异常，一侧肾脏通过两根输尿管（而不是一根）连接到膀胱。	A developmental anomaly characterized by the presence of two, instead of one, ureter connecting a kidney to the bladder.
HP:0000074	Ureteropelvic junction obstruction	肾盂输尿管连接部梗阻	在肾盂到近端输尿管尿处流受到阻断。	Blockage of urine flow from the renal pelvis to the proximal ureter.
HP:0000075	Renal duplication	肾重复	先天性泌尿道异常，肾发生重复并分别经由两个独立的肾盂和输尿管下排。	A congenital anomaly of the urinary tract, in which the `kidney` (FMA:7203) is duplicated and is drained via two separate renal pelves and ureters.
HP:0000076	Vesicoureteral reflux	膀胱输尿管返流	尿液从膀胱异常（反向）流动进入输尿管或达到肾，与输尿管膀胱瓣膜结构异常有关，或存在其他原因。	Abnormal (retrograde) movement of urine from the bladder into ureters or kidneys related to inadequacy of the valvular mechanism at the ureterovesicular junction or other causes.
HP:0000077	Abnormality of the kidney	肾脏异常	肾脏的异常。	An abnormality of the `kidney` (FMA:7203).
HP:0000078	Abnormality of the genital system	生殖系统异常	生殖系统的异常。	An abnormality of the `genital system` (FMA:7160).
HP:0000079	Abnormality of the urinary system	泌尿系统异常	泌尿系统的异常。	An abnormality of the `urinary system` (FMA:7159).
HP:0000080	Abnormality of genital physiology	生殖生理异常	生殖系统发生的功能异常。	An `abnormal` (PATO:0000460) `functionality` (PATO:0001509) of the `genital system` (FMA:7160).
HP:0000081	Duplicated collecting system	集合管系统重复	肾集合管系统的重复。	A duplication of the collecting system of the kidney.
HP:0000083	Renal insufficiency	肾功能不全	肾功能的降低，肾功能包括尿液的浓缩、廓清废物、维持电解质平衡、维持机体内血压平衡和钙代谢。	A reduction in the level of performance of the kidneys in areas of function comprising the concentration of urine, removal of wastes, the maintenance of electrolyte balance, homeostasis of blood pressure, and calcium metabolism.
HP:0000085	Horseshoe kidney	马蹄肾	由有肾功能的肾实质或纤维组织将左右肾在中线峡部连接起来，呈现马蹄状。	A connection of the right and left kidney by an isthmus of functioning renal parenchyma or fibrous tissue that crosses the midline.
HP:0000086	Ectopic kidney	异位肾	由发育异常导致肾脏不在正常解剖位置。	A developmental defect in which a kidney is located in an abnormal anatomic position.
HP:0000089	Renal hypoplasia	肾发育不良	肾发育不良。	`Hypoplasia` (MPATH:133) of the `kidney` (FMA:7203).
HP:0000090	Nephronophthisis	肾消耗病	肾皮髓质交界处存在囊肿，伴肾小管间质性纤维化。	Presence of cysts at the corticomedullary junction of the kidney in combination with tubulointerstitial fibrosis.
HP:0000091	Abnormality of the renal tubule	肾小管异常	肾小管的异常。	An abnormality of the `renal tubules` (FMA:15627).
HP:0000092	Tubular atrophy	肾小管萎缩	肾小管形成增厚的冗余基底膜，或与周围未萎缩的小管相比直径减小超过一半。	The presence of renal tubules with thick redundant basement membranes, or a reduction of greater than 50% in tubular diameter compared to surrounding non-atrophic tubules.
HP:0000093	Proteinuria	蛋白尿	尿液中蛋白质水平增加。	Increased levels of protein in the urine.
HP:0000095	Abnormality of the glomerulus	肾小球异常	肾小球的结构异常。	A structural anomaly of the `glomerulus` (FMA:15624).
HP:0000096	Glomerulosclerosis	肾小球硬化	肾小球内疤痕组织占位。	Accumulation of scar tissue within the glomerulus.
HP:0000097	Focal segmental glomerulosclerosis	局灶节段性肾小球硬化	在部分（而不是全部）肾小球存在节段性瘢痕组织增加。	Segmental accumulation of scar tissue in individual (but not all) glomeruli.
HP:0000098	Tall stature	高身材	身高高于该年龄性别预期身高的正常范围。	A height above that which is expected according to age and gender norms.
HP:0000099	Glomerulonephritis	肾小球肾炎	肾小球的炎症。	Inflammation of the renal glomeruli.
HP:0000100	Nephrotic syndrome	肾病综合征	肾病综合征包含一系列的异常，由肾小球功能障碍所致，伴肾小球毛细血管壁通透性增加而产生明显的蛋白尿。肾病综合征是指严重的肾性蛋白质损失，致蛋白尿、低白蛋白血症、浮肿和高血脂症等一系列临床表现。	Nephrotic syndrome is a collection of findings resulting from glomerular dysfunction with an increase in glomerular capillary wall permeability associated with pronounced proteinuria. Nephrotic syndrome refers to the constellation of clinical findings that result from severe renal loss of protein, with Proteinuria and hypoalbuminemia, edema, and hyperlipidemia.
HP:0000103	Polyuria	多尿	尿液生成率增加。	An `increased rate` (PATO:0000912) of urine production.
HP:0000104	Renal agenesis	肾缺如	肾缺如是指在胚胎形成和发育过程中没有肾脏发育。	`Agenesis` (MPATH:57), that is, failure of the `kidney` (FMA:7203) to develop during embryogenesis and development.
HP:0000105	Enlarged kidneys	肾脏增大	肾脏的大小异常增加。	An abnormal increase in the size of the kidney.
HP:0000107	Renal cyst	肾囊肿	肾脏中有充满液体的囊。	A fluid filled sac in the kidney.
HP:0000108	Renal corticomedullary cysts	肾皮髓质交界处囊肿	肾皮质和髓质交界处多发性囊肿。	The presence of multiple cysts at the border between the renal cortex and medulla.
HP:0000110	Renal dysplasia	肾发育不良	肾脏发育不良。	The presence of `developmental dysplasia` (MPATH:64) of the `kidney` (FMA:7203).
HP:0000111	Renal juxtaglomerular cell hypertrophy/hyperplasia	肾小球球旁细胞肥大/增生	肾小球球旁细胞数量增加和体积增大。	Increased number and size of the juxtaglomerular cells.
HP:0000112	Nephropathy	肾病	非特异性术语​​，通指肾脏的疾病或损伤。	A nonspecific term referring to disease or damage of the kidneys.
HP:0000113	Polycystic kidney dysplasia	多囊性肾发育不良	双侧肾脏多发囊肿。	The presence of multiple cysts in both kidneys.
HP:0000114	Proximal tubulopathy	近端肾小管病	近端肾小管功能障碍，近端肾小管是从肾小囊（鲍曼囊）通往细尿管袢（亨利袢）的肾单位管道系统的一部分。	Dysfunction of the proximal tubule, which is the portion of the duct system of the nephron of the kidney which leads from Bowman's capsule to the loop of Henle.
HP:0000117	Renal phosphate wasting	肾源性磷酸盐流失	低磷血症时尿液中出现高磷酸盐。	High urine phosphate in the presence of hypophosphatemia.
HP:0000119	Abnormality of the genitourinary system	泌尿生殖系统异常	泌尿生殖系统的异常。	The presence of any abnormality of the `genitourinary system` (FMA:280610).
HP:0000121	Nephrocalcinosis	肾钙质沉着症	肾钙质沉着症指是钙盐在肾实质的沉积。	Nephrocalcinosis is the deposition of calcium salts in renal parenchyma.
HP:0000122	Unilateral renal agenesis	单侧肾缺如	单侧型肾缺如。	A `unilateral` (PATO:0000634) form of `agenesis` (MPATH:57) of the `kidney` (FMA:7203).
HP:0000123	Nephritis	肾炎	肾脏出现炎症反应。	The presence of `inflammation` (MPATH:212) affecting the `kidney` (FMA:7203).
HP:0000124	Renal tubular dysfunction	肾小管功能障碍	#####	#####
HP:0000125	Pelvic kidney	盆腔肾	一种肾发育缺陷，肾脏解剖位置异常，位于骨盆内。	A developmental defect in which a kidney is located in an abnormal anatomic position within the pelvis.
HP:0000126	Hydronephrosis	肾积水	肾脏严重扩张伴肾盂和肾盏扩张。	Severe distention of the kidney with dilation of the renal pelvis and calices.
HP:0000127	Renal salt wasting	肾源性盐流失	在血清中电解质浓度低时，尿液中出现一种或多种高浓度的电解质。	A high concentration of one or more electrolytes in the urine in the presence of low serum concentrations of the electrolyte(s).
HP:0000128	Renal potassium wasting	肾源性钾流失	低钾血症时，尿液中出现高浓度钾。	High urine potassium in the presence of hypokalemia.
HP:0000130	Abnormality of the uterus	子宫异常	子宫的异常。	An abnormality of the `uterus` (FMA:17558).
HP:0000131	Uterine leiomyoma	子宫肌瘤	子宫部位发生的平滑肌瘤。	The presence of a `leiomyoma` (MPATH:425) of the `uterus` (FMA:17558).
HP:0000132	Menorrhagia	月经过多症	月经异常增多和经期延长。	Abnormally heavy and prolonged menstrual period.
HP:0000133	Gonadal dysgenesis	性腺发育不全	#####	#####
HP:0000134	Female hypogonadism	女性性腺功能减退症	女性的性腺即卵巢功能减退。	"Decreased functionality" (PATO:0001624) of the female gonad, i.e., of the "ovary" (FMA:7209).
HP:0000135	Hypogonadism	性腺功能减退症	性腺的功能下降。	A "decreased functionality" (PATO:0001624) of the "gonad" (FMA:18250).
HP:0000136	Bifid uterus	双角子宫	子宫分裂成两半。	The presence of a `bifid` (PATO:0001572) `uterus` (FMA:17558).
HP:0000137	Abnormality of the ovary	卵巢异常	卵巢的异常。	An abnormality of the `ovary` (FMA:7209).
HP:0000138	Ovarian cyst	卵巢囊肿	卵巢有一个或多个囊肿。	The presence of one or more `cysts` (MPATH:62) of the `ovary` (FMA:7209).
HP:0000139	Uterine prolapse	子宫脱垂	子宫(FMA:17558)发生脱垂(MPATH:626)。	The presence of `prolapse` (MPATH:626) of the `uterus` (FMA:17558).
HP:0000140	Abnormality of the menstrual cycle	月经周期异常	排卵周期的异常。	An abnormality of the "ovulation cycle" (GO:0042698).
HP:0000141	Amenorrhea	闭经	#####	#####
HP:0000142	Abnormality of the vagina	阴道异常	阴道的异常。	An abnormality of the `vagina` (FMA:19949).
HP:0000143	Rectovaginal fistula	直肠阴道瘘	直肠和阴道之间的瘘管。	The presence of a `fistula` (MPATH:70) between the `vagina` (FMA:19949) and the `rectum` (FMA:14544).
HP:0000144	Decreased fertility	生育能力下降	#####	#####
HP:0000145	Transverse vaginal septum	阴道横膈	#####	#####
HP:0000147	Polycystic ovaries	多囊卵巢	#####	#####
HP:0000148	Vaginal atresia	阴道闭锁	阴道先天闭塞或阴道壁粘连造成闭锁。	Congenital occlusion of the vagina or adhesion of the walls of the vagina causing occlusion.
HP:0000149	Ovarian gonadoblastoma	卵巢性腺母细胞瘤	卵巢中形成性腺母细胞瘤。	The presence of a `gonadoblastoma` (MPATH:315) of the `ovary` (FMA:7209).
HP:0000150	Gonadoblastoma	性腺母细胞瘤	性腺内发生的母细胞瘤或肿瘤。这里定义的性腺由生殖细胞和生殖索成分组成。	The presence of a `gonadoblastoma` (MPATH:315), a `neoplasm` (MPATH:218) of a `gonad` (FMA:18250) that consists of aggregates of germ cells and sex cord elements.
HP:0000151	aplasia of the uterus	子宫发育不全	子宫发育不全。	`Aplasia` (MPATH:58) of the `uterus` (FMA:17558).
HP:0000152	Abnormality of head and neck	头部和颈部的异常	头部和颈部的异常。	An abnormality of `head and neck` (FMA:280881).
HP:0000153	Abnormality of the mouth	嘴部异常	嘴部的异常。	An abnormality of the `mouth` (FMA:49184).
HP:0000154	Wide mouth	宽嘴	两侧嘴角之间的距离大于平均值超过2个标准偏差。或嘴巴开口宽度显得增大（主观）。	Distance between the oral commissures more than 2 SD above the mean. Alternatively, an apparently increased width of the oral aperture (subjective).
HP:0000155	Oral ulcer	口腔溃疡	口腔粘膜表面局部开口受侵蚀，导致炎性坏死组织脱落。	Erosion of the mucous membrane of the mouth with local excavation of the surface, resulting from the sloughing of inflammatory necrotic tissue.
HP:0000157	Abnormality of the tongue	舌异常	舌头的任何异常。	Any abnormality of the `tongue` (FMA:54640).
HP:0000158	Macroglossia	巨舌症	舌头的长度和宽度增加。	Increased length and width of the tongue.
HP:0000159	Abnormality of the lip	唇异常	唇部的异常。	An abnormality of the `lip` (FMA:59815).
HP:0000160	Narrow mouth	嘴巴狭窄	嘴巴的连合间距离低于平均值超过2个标准偏差。或者嘴巴开口的距离显得减小（主观）。	Distance between the commissures of the `mouth` (FMA:49184) more than 2 SD below the mean. Alternatively, an apparently decreased width of the oral aperture (subjective).
HP:0000161	Median cleft lip	正中唇裂	一种表现为有上唇中线（中）沟痕的唇裂。	A type of `cleft lip` (HP:0000204) presenting as a midline (median) gap in the upper lip.
HP:0000162	Glossoptosis	舌后坠	舌头向后位移到咽部，即舌头向后错位。	Posterior displacement of the tongue into the pharynx, i.e., a `tongue` (FMA:54640) that is `mislocalised posteriorly` (PATO:0001922).
HP:0000163	Abnormality of the oral cavity	口腔异常	口腔的异常，即开口或嘴中空的部分。	Abnormality of the `oral cavity` (FMA:20292), i.e., the opening or hollow part of the mouth.
HP:0000164	Abnormality of the teeth	牙齿异常	牙齿的任何异常。	Any abnormality of the `teeth` (FMA:12516).
HP:0000166	Severe periodontitis	重度牙周炎	程度严重的牙周炎。	A `severe` (PATO:0000396) form of `periodontitis` (HP:0000165).
HP:0000168	Abnormality of the gingiva	牙龈异常	牙龈的任何异常。	Any abnormality of the `gingiva` (FMA:59762) (also known as gums).
HP:0000169	Gingival fibromatosis	牙龈纤维瘤病	牙龈部位发生的纤维瘤。	The presence of `fibrosis` (MPATH:181) of the `gingiva` (FMA:59762).
HP:0000171	Microglossia	小舌畸形	舌的长度和宽度减小的。	Decreased length and width of the `tongue` (FMA:54640).
HP:0000172	Abnormality of the uvula	悬雍垂异常	悬雍垂的异常。悬雍垂是从软腭后缘正中悬垂的小圆锥体。	Abnormality of the `uvula` (FMA:55022), the conic projection from the posterior edge of the middle of the soft palate.
HP:0000174	Abnormality of the palate	腭异常	腭（即口内顶部）的任何异常。	Any abnormality of the `palate` (FMA:54549), i.e., of roof of the mouth).
HP:0000175	Cleft palate	腭裂	腭裂是由腭突融合失败造成的发育缺陷，表现为口腔顶（软硬腭）的分裂。	Cleft palate is a developmental defect of the `palate` (FMA:54549) resulting from a failure of fusion of the palatine processes and manifesting as a separation of the roof of the mouth (soft and hard palate).
HP:0000176	Submucous cleft hard palate	黏膜下硬裂腭	粘膜下硬腭裂以形成口腔顶部的骨性硬腭中间部缺损为特征。可能在触诊硬腭时检查出来。	Hard-palate submucous clefts are characterized by bony defects in the midline of the bony palate that are covered by the mucous membrane of the roof of the mouth. It may be possible to detect a submucous cleft hard palate upon palpation as a notch in the bony palate.
HP:0000177	Abnormality of upper lip	上唇异常	上唇的异常。	An abnormality of the `upper lip` (FMA:59817).
HP:0000178	Abnormality of lower lip	下唇异常	下唇的异常。	An abnormality of the `lower lip` (FMA:59818).
HP:0000179	Thick lower lip vermilion	厚下唇	下唇厚度增加，导致下唇外观突出。下唇中线唇红的高度大于平均值超过2个标准偏差。或者，从正面看下唇唇红的高度显得增加（主观）。	Increased thickness of the lower lip, leading to a prominent appearance of the lower lip. The height of the vermilion of the lower lip in the midline is more than 2 SD above the mean. Alternatively, an apparently increased height of the vermilion of the lower lip in the frontal view (subjective).
HP:0000180	Lobulated tongue	分叶舌	舌头边缘和/或表面上产生的多个凹陷和/或凸起，形成不规则的表面轮廓。	Multiple indentations and/or elevations on the edge and/or surface of the tongue producing an irregular surface contour.
HP:0000182	Movement abnormality of the tongue	舌头运动异常	#####	#####
HP:0000183	Difficulty in tongue movements	舌活动困难	#####	#####
HP:0000185	Cleft soft palate	软腭裂	软腭（也称为软腭，或肌肉腭）的裂口，为第7周和第12周妊娠之间发生的发育缺陷的结果。软腭裂可导致咽鼓管功能异常，由此导致中耳畸形和听力困难，以及因腭咽闭合不全带来的伴有重鼻音的语言问题。	Cleft of the soft palate (also known as the velum, or muscular palate) as a result of a developmental defect occurring between the 7th and 12th week of pregnancy. Cleft soft palate can cause functional abnormalities of the Eustachian tube with resulting middle ear anomalies and hearing difficulties, as well as speech problems associated with hypernasal speech due to velopharyngeal insufficiency.
HP:0000187	Broad alveolar ridges	宽牙槽嵴	#####	#####
HP:0000188	Short upper lip	上唇短小	上唇的宽度减小。	`Decreased width` (PATO:0000599) of the `upper lip` (FMA:59817).
HP:0000189	Narrow palate	上腭狭窄	上腭宽度低于平均值超过2个标准偏差（客观）或腭宽度显得减小（主观）。	Width of the palate more than 2 SD below the mean (objective) or apparently decreased palatal width (subjective).
HP:0000190	Abnormality of oral frenula	口腔系带异常	舌系带的异常或口腔内存在多余的系带。舌系带指连接舌头和口腔底部粘膜的小褶皱。	An abnormality of the `lingual frenulum` (FMA:59820), that is of the small fold of mucous membrane that attaches the tongue to the floor of the mouth, or the presence of accessory frenula in the oral cavity.
HP:0000191	Accessory oral frenulum	附加口腔系带	从牙槽嵴延伸到上或下唇内表面上的额外折叠组织。	Extra fold of tissue extending from the alveolar ridge to the inner surface of the upper or lower lip.
HP:0000193	Bifid uvula	双歧悬雍垂	悬雍垂分裂成两部分，最容易在尖端看到。	`Uvula` (FMA:55022) separated into two parts most easily seen at the tip.
HP:0000194	Open mouth	张口	#####	#####
HP:0000196	Lower lip pit	下唇凹陷	下唇的唇红处存在凹陷，通常接近正中部位。	Depression located on the `vermilion of the lower lip` (FMA:59828), usually paramedian.
